family,suite,gym_id,task_class,task_name,language_instruction,instruction_is_templated,description,source_file
RoboCasa,multi_stage/chopping_food,Robocasa-Task-ClearingTheCuttingBoard,ClearingTheCuttingBoard,ClearingTheCuttingBoard,Clear the non-vegetable object off the cutting board and place the vegetables onto it.,no,Clearing The Cutting Board: composite task for Chopping Food activity. Simulates the task of clearing the cutting board.,lightwheel_robocasa_tasks/multi_stage/chopping_food/clearing_the_cutting_board.py
RoboCasa,multi_stage/chopping_food,Robocasa-Task-MeatTransfer,MeatTransfer,MeatTransfer,"Retrieve the {cont_name} from the cabinet, then place the raw meat into the {cont_name} to avoid contamination.",yes,Meat Transfer: composite task for Chopping Food activity. Simulates the task of transferring meat to a container.,lightwheel_robocasa_tasks/multi_stage/chopping_food/meat_transfer.py
RoboCasa,multi_stage/chopping_food,Robocasa-Task-OrganizeVegetables,OrganizeVegetables,OrganizeVegetables,Place the {obj_name_1} and the {obj_name_2} on separate cutting boards.,yes,Organize Vegetables: composite task for Chopping Food activity. Simulates the task of organizing vegetables on cutting boards.,lightwheel_robocasa_tasks/multi_stage/chopping_food/organize_vegetables.py
RoboCasa,multi_stage/clearing_table,Robocasa-Task-BowlAndCup,BowlAndCup,BowlAndCup,Place the cup inside the bowl on the dining table and move the bowl to any counter.,no,Bowl And Cup: composite task for Clearing Table activity. Simulates the process of efficiently clearing the table.,lightwheel_robocasa_tasks/multi_stage/clearing_table/bowl_and_cup.py
RoboCasa,multi_stage/clearing_table,Robocasa-Task-CandleCleanup,CandleCleanup,CandleCleanup,"Pick the {obj_name_1} and {obj_name_2} from the dining table and place them in the open cabinet, then close the cabinet door",yes,Candle Cleanup: composite task for Clearing Table activity. Simulates the process of efficiently clearing the dining table decorations.,lightwheel_robocasa_tasks/multi_stage/clearing_table/candle_cleanup.py
RoboCasa,multi_stage/clearing_table,Robocasa-Task-ClearingCleaningReceptacles,ClearingCleaningReceptacles,ClearingCleaningReceptacles,Pick the {obj_name_1} and {obj_name_2} and place them in the sink. Then turn on the water.,yes,Clearing Cleaning Receptacles: composite task for Clearing Table activity. Simulates the process of clearing receptacles from the dining table and cleaning them in the sink.,lightwheel_robocasa_tasks/multi_stage/clearing_table/clearing_cleaning_receptacles.py
RoboCasa,multi_stage/clearing_table,Robocasa-Task-CondimentCollection,CondimentCollection,CondimentCollection,Pick the {obj_name_1} and {obj_name_2} from the counter and place them in the cabinet.,yes,Condiment Collection: composite task for Clearing Table activity. Simulates the task of collecting condiments from the counter and placing them in the cabinet.,lightwheel_robocasa_tasks/multi_stage/clearing_table/condiment_collection.py
RoboCasa,multi_stage/clearing_table,Robocasa-Task-DessertAssembly,DessertAssembly,DessertAssembly,Pick up the {container} with {dessert1} and place it on the tray. Pick up the cupcake and place it on the tray.,yes,Dessert Assembly: composite task for Clearing Table activity. Simulates the task of assembling desserts.,lightwheel_robocasa_tasks/multi_stage/clearing_table/dessert_assembly.py
RoboCasa,multi_stage/clearing_table,Robocasa-Task-DrinkwareConsolidation,DrinkwareConsolidation,DrinkwareConsolidation,Pick the {objs_lang} from the island and place {'them' if self.num_drinkware > 1 else 'it'} in the open cabinet.,yes,Drinkware Consolidation: composite task for Clearing Table activity. Simulates the task of clearing the island drinkware and placing them back in a cabinet.,lightwheel_robocasa_tasks/multi_stage/clearing_table/drinkware_consolidation.py
RoboCasa,multi_stage/clearing_table,Robocasa-Task-FoodCleanup,FoodCleanup,FoodCleanup,Pick the {items} from the counter and place {'them' if self.num_food > 1 else 'it'} in the cabinet. Then close the cabinet.,yes,Food Cleanup: composite task for Clearing Table activity. Simulates the task of cleaning up various food items left on the counter.,lightwheel_robocasa_tasks/multi_stage/clearing_table/food_cleanup.py
RoboCasa,multi_stage/defrosting_food,Robocasa-Task-DefrostByCategory,DefrostByCategory,DefrostByCategory,There is a mixed pile of frozen fruits and vegetables on the counter. Locate all the frozen vegetables and place the items in a bowl on the counter. Take all the frozen fruits and defrost them in a running sink.,no,Defrost By Category: composite task for Defrosting Food activity. Simulates the task of arranging and defrosting fruits and vegetables by type.,lightwheel_robocasa_tasks/multi_stage/defrosting_food/defrost_by_category.py
RoboCasa,multi_stage/defrosting_food,Robocasa-Task-MicrowaveThawing,MicrowaveThawing,MicrowaveThawing,Pick the {obj_name} from the counter and place it in the microwave. Then turn on the microwave.,yes,Microwave Thawing: composite task for Defrosting Food activity. Simulates the task of defrosting food in a microwave.,lightwheel_robocasa_tasks/multi_stage/defrosting_food/microwave_thawing.py
RoboCasa,multi_stage/defrosting_food,Robocasa-Task-QuickThaw,QuickThaw,QuickThaw,Frozen meat rests on a plate on the counter. Retrieve the meat and place it in a pot on a burner. Then turn the burner on.,no,Quick Thaw: composite task for Defrosting Food activity. Simulates the task of defrosting meat on a stove.,lightwheel_robocasa_tasks/multi_stage/defrosting_food/quick_thaw.py
RoboCasa,multi_stage/defrosting_food,Robocasa-Task-ThawInSink,ThawInSink,ThawInSink,Pick the {obj_name} from the counter and place it in the sink. Then turn on the sink faucet.,yes,Thaw In Sink: composite task for Defrosting Food activity. Simulates the task of defrosting food in a sink.,lightwheel_robocasa_tasks/multi_stage/defrosting_food/thaw_in_sink.py
RoboCasa,multi_stage/frying,Robocasa-Task-AssembleCookingArray,AssembleCookingArray,AssembleCookingArray,Move the {meat_name} onto the pan on the stove. Then move the {condiment_name} and {vegetable_name} from the cabinet to the counter where the plate is.,yes,,lightwheel_robocasa_tasks/multi_stage/frying/assemble_cooking_array.py
RoboCasa,multi_stage/frying,Robocasa-Task-FryingPanAdjustment,FryingPanAdjustment,FryingPanAdjustment,Pick and place the pan from the current burner to another burner and turn the burner on.,no,Frying Pan Adjustment: composite task for Frying activity. Simulates the task of adjusting the frying pan on the stove.,lightwheel_robocasa_tasks/multi_stage/frying/frying_pan_adjustment.py
RoboCasa,multi_stage/frying,Robocasa-Task-MealPrepStaging,MealPrepStaging,MealPrepStaging,Place both pans onto different burners. Then place the {obj_name_1} and the {obj_name_2} on different pans.,yes,,lightwheel_robocasa_tasks/multi_stage/frying/meal_prep_staging.py
RoboCasa,multi_stage/frying,Robocasa-Task-SearingMeat,SearingMeat,SearingMeat,"Grab the pan from the cabinet and place it on the {self.knob.replace('_', ' ')} burner on the stove. Then place the {meat_name} on the pan and turn the burner on.",yes,,lightwheel_robocasa_tasks/multi_stage/frying/searing_meat.py
RoboCasa,multi_stage/frying,Robocasa-Task-SetupFrying,SetupFrying,SetupFrying,"Pick the pan from the cabinet and place it on the {self.knob.replace('_', ' ')} burner on the stove. Then turn on the {self.knob.replace('_', ' ')} burner for the pan.",yes,,lightwheel_robocasa_tasks/multi_stage/frying/setup_frying.py
RoboCasa,multi_stage/making_toast,Robocasa-Task-BreadSelection,BreadSelection,BreadSelection,"From the different types of pastries on the counter, select a croissant and place it on the cutting board. Then retrieve a jar of jam from the cabinet and place it alongside the croissant on the cutting board.",no,Bread Selection: composite task for Making Toast activity. Simulates the task of setting up ingredients for making a bread snack.,lightwheel_robocasa_tasks/multi_stage/making_toast/bread_selection.py
RoboCasa,multi_stage/making_toast,Robocasa-Task-CheesyBread,CheesyBread,CheesyBread,Pick up the wedge of cheese and place it on the slice of bread to prepare a simple cheese on bread dish.,no,Cheesy Bread: composite task for Making Toast activity. Simulates the task of making cheesy bread.,lightwheel_robocasa_tasks/multi_stage/making_toast/cheesy_bread.py
RoboCasa,multi_stage/making_toast,Robocasa-Task-PrepareToast,PrepareToast,PrepareToast,"Pick the bread from the cabinet, place it on the cutting board, pick the jam, place it on the counter, and close the cabinet.",no,,lightwheel_robocasa_tasks/multi_stage/making_toast/prepare_toast.py
RoboCasa,multi_stage/making_toast,Robocasa-Task-SweetSavoryToastSetup,SweetSavoryToastSetup,SweetSavoryToastSetup,"Pick the avocado and bread from the counter and place them on the plate. Then pick the jam from the cabinet and place it next to the plate. Lastly, close the cabinet door.",no,Sweet Savory Toast Setup: composite task for Making Toast activity. Simulates the task of setting up the ingredients for making sweet and savory toast.,lightwheel_robocasa_tasks/multi_stage/making_toast/sweet_savory_toast_setup.py
RoboCasa,multi_stage/meat_preparation,Robocasa-Task-PrepForTenderizing,PrepForTenderizing,PrepForTenderizing,Retrieve a rolling pin from the cabinet and place it next to the meat on the cutting board to prepare for tenderizing.,no,Prep For Tenderizing: composite task for Meat Preparation activity. Simulates the task of preparing meat for tenderizing.,lightwheel_robocasa_tasks/multi_stage/meat_preparation/prep_for_tenderizing.py
RoboCasa,multi_stage/meat_preparation,Robocasa-Task-PrepMarinatingMeat,PrepMarinatingMeat,PrepMarinatingMeat,Pick the {meat_name} from the {cont_name} and place it on the cutting board. Then pick the {cond_name} from the cabinet and place it next to the cutting board.,yes,,lightwheel_robocasa_tasks/multi_stage/meat_preparation/prep_marinating_meat.py
RoboCasa,multi_stage/mixing_and_blending,Robocasa-Task-ColorfulSalsa,ColorfulSalsa,ColorfulSalsa,"Place the avocado, onion, tomato and bell pepper on the cutting board.",no,Colorful Salsa: composite task for Mixing And Blending activity. Simulates the task of preparing a colorful salsa.,lightwheel_robocasa_tasks/multi_stage/mixing_and_blending/colorful_salsa.py
RoboCasa,multi_stage/mixing_and_blending,Robocasa-Task-SetupJuicing,SetupJuicing,SetupJuicing,"Open the cabinet, pick all {self.num_fruits} fruits from the cabinet and place them on the counter close to the cabinet.",yes,,lightwheel_robocasa_tasks/multi_stage/mixing_and_blending/setup_juicing.py
RoboCasa,multi_stage/mixing_and_blending,Robocasa-Task-SpicyMarinade,SpicyMarinade,SpicyMarinade,Open the cabinet. Place the bowl and condiment on the counter. Then place the lime and garlic on the cutting board.,no,Spicy Marinade: composite task for Mixing And Blending activity. Simulates the task of preparing a spicy marinade.,lightwheel_robocasa_tasks/multi_stage/mixing_and_blending/spicy_marinade.py
RoboCasa,multi_stage/reheating_food,Robocasa-Task-HeatMug,HeatMug,HeatMug,Pick the mug from the cabinet and place it inside the microwave. Then close the microwave.,no,Heat Mug: composite task for Reheating Food activity. Simulates the task of reheating a mug.,lightwheel_robocasa_tasks/multi_stage/reheating_food/heat_mug.py
RoboCasa,multi_stage/reheating_food,Robocasa-Task-MakeLoadedPotato,MakeLoadedPotato,MakeLoadedPotato,"Retrieve the reheated potato from the microwave, then place it on the cutting board along with cheese and a bottle of condiment.",no,Make Loaded Potato: composite task for Reheating Food activity. Simulates the task of making a loaded potato.,lightwheel_robocasa_tasks/multi_stage/reheating_food/make_loaded_potato.py
RoboCasa,multi_stage/reheating_food,Robocasa-Task-SimmeringSauce,SimmeringSauce,SimmeringSauce,"Place the pan on the {self.knob.replace('_', ' ')} burner on the stove. Then place the tomato and the onion in the pan and turn on the {self.knob.replace('_', ' ')} burner.",yes,Simmering Sauce: composite task for Reheating Food activity. Simulates the task of simmering a sauce.,lightwheel_robocasa_tasks/multi_stage/reheating_food/simmering_sauce.py
RoboCasa,multi_stage/reheating_food,Robocasa-Task-WaffleReheat,WaffleReheat,WaffleReheat,"Open the microwave, place the bowl with waffle inside the microwave, then close the microwave door and turn it on.",no,Waffle Reheat: composite task for Reheating Food activity. Simulates the task of reheating a waffle.,lightwheel_robocasa_tasks/multi_stage/reheating_food/waffle_reheat.py
RoboCasa,multi_stage/reheating_food,Robocasa-Task-WarmCroissant,WarmCroissant,WarmCroissant,Pick the croissant and place it on the pan. Then turn on the stove to warm the croissant.,no,Warm Croissant: composite task for Reheating Food activity. Simulates the task of warming a croissant.,lightwheel_robocasa_tasks/multi_stage/reheating_food/warm_croissant.py
RoboCasa,multi_stage/restocking_supplies,Robocasa-Task-BeverageSorting,BeverageSorting,BeverageSorting,"Sort all alcoholic drinks to one cabinet, and non-alcoholic drinks to the other.",no,Beverage Sorting: composite task for Restocking Supplies activity. Simulates the task of sorting beverages.,lightwheel_robocasa_tasks/multi_stage/restocking_supplies/beverage_sorting.py
RoboCasa,multi_stage/restocking_supplies,Robocasa-Task-RestockBowls,RestockBowls,RestockBowls,Open the cabinet. Pick the {obj_name_1} and the {obj_name_2} from the counter and place it in the cabinet directly in front. Then close the cabinet.,yes,Restock Bowls: composite task for Restocking Supplies activity. Simulates the task of restocking bowls.,lightwheel_robocasa_tasks/multi_stage/restocking_supplies/restock_bowls.py
RoboCasa,multi_stage/restocking_supplies,Robocasa-Task-RestockPantry,RestockPantry,RestockPantry,Pick the cans from the counter and place them in their designated side in the cabinet.,no,Restock Pantry: composite task for Restocking Supplies activity. Simulates the task of organizing cans when restocking them.,lightwheel_robocasa_tasks/multi_stage/restocking_supplies/restock_pantry.py
RoboCasa,multi_stage/restocking_supplies,Robocasa-Task-StockingBreakfastFoods,StockingBreakfastFoods,StockingBreakfastFoods,Pick the {obj_name_1} and {obj_name_2} from the counter and place them in the cabinets closest to them.,yes,,lightwheel_robocasa_tasks/multi_stage/restocking_supplies/stocking_breakfast_foods.py
RoboCasa,multi_stage/sanitize_surface,Robocasa-Task-CleanMicrowave,CleanMicrowave,CleanMicrowave,Open the microwave. Then pick the sponge from the counter and place it in the microwave.,no,Clean Microwave: composite task for Sanitize Surface activity. Simulates the preparation for cleaning the microwave.,lightwheel_robocasa_tasks/multi_stage/sanitize_surface/clean_microwave.py
RoboCasa,multi_stage/sanitize_surface,Robocasa-Task-CountertopCleanup,CountertopCleanup,CountertopCleanup,Pick the fruit and vegetable from the counter and place them in the cabinet. Then open the drawer and pick the cleaner and sponge from the drawer and place them on the counter.,no,Countertop Cleanup: composite task for Sanitize Surface activity. Simulates the task of cleaning the countertop.,lightwheel_robocasa_tasks/multi_stage/sanitize_surface/countertop_cleanup.py
RoboCasa,multi_stage/sanitize_surface,Robocasa-Task-PrepForSanitizing,PrepForSanitizing,PrepForSanitizing,Pick the {obj1_name} and {obj2_name} from the cabinet and place them on the counter.,yes,Prep For Sanitizing: composite task for Sanitize Surface activity. Simulates the preparation for sanitizing the surface.,lightwheel_robocasa_tasks/multi_stage/sanitize_surface/prep_for_sanitizing.py
RoboCasa,multi_stage/sanitize_surface,Robocasa-Task-PushUtensilsToSink,PushUtensilsToSink,PushUtensilsToSink,Push the {obj1_name} and {obj2_name} into the sink.,yes,Push Utensils To Sink: composite task for Sanitize Surface activity. Simulates the task of pushing (since utensils are difficult to grasp) utensils into the sink.,lightwheel_robocasa_tasks/multi_stage/sanitize_surface/push_utensils_to_sink.py
RoboCasa,multi_stage/serving_food,Robocasa-Task-DessertUpgrade,DessertUpgrade,DessertUpgrade,Move the dessert items from the plate to the tray.,no,Dessert Upgrade: composite task for Serving Food activity. Simulates the task of serving dessert.,lightwheel_robocasa_tasks/multi_stage/serving_food/dessert_upgrade.py
RoboCasa,multi_stage/serving_food,Robocasa-Task-PanTransfer,PanTransfer,PanTransfer,Pick up the pan and dump the vegetables in it onto the plate. Then return the pan to the stove.,no,Pan Transfer: composite task for Serving Food activity. Simulates the task of transferring vegetables from a pan to a plate.,lightwheel_robocasa_tasks/multi_stage/serving_food/pan_transfer.py
RoboCasa,multi_stage/serving_food,Robocasa-Task-PlaceFoodInBowls,PlaceFoodInBowls,PlaceFoodInBowls,Pick both bowls and place them on the counter. Then pick the {food1} and place it in one bowl and pick the {food2} and place it in the other bowl.,yes,Place Food In Bowls: composite task for Serving Food activity. Simulates the task of placing food in bowls.,lightwheel_robocasa_tasks/multi_stage/serving_food/place_food_in_bowls.py
RoboCasa,multi_stage/serving_food,Robocasa-Task-PrepareSoupServing,PrepareSoupServing,PrepareSoupServing,Open the cabinet and move the ladle to the pot. Then close the cabinet.,no,,lightwheel_robocasa_tasks/multi_stage/serving_food/prepare_soup_serving.py
RoboCasa,multi_stage/serving_food,Robocasa-Task-ServeSteak,ServeSteak,ServeSteak,Pick up the pan with the steak in it and place it on the dining table. Then place the steak on the plate.,no,Serve Steak: composite task for Serving Food activity. Simulates the task of serving steak.,lightwheel_robocasa_tasks/multi_stage/serving_food/serve_steak.py
RoboCasa,multi_stage/serving_food,Robocasa-Task-WineServingPrep,WineServingPrep,WineServingPrep,Open the cabinet directly in front. Then move the {alcohol_name} and the {cup_name} to the counter with the {decoration_name} on it.,yes,Wine Serving Prep: composite task for Serving Food activity. Simulates the task of serving wine.,lightwheel_robocasa_tasks/multi_stage/serving_food/wine_serving_prep.py
RoboCasa,multi_stage/setting_the_table,Robocasa-Task-ArrangeBreadBasket,ArrangeBreadBasket,ArrangeBreadBasket,"Open the cabinet, pick up the {bread_name} from the cabinet and place it in the bowl. Then move the bowl to the dining counter.",yes,Arrange Bread Basket: composite task for Setting The Table activity. Simulates the task of arranging the bread basket.,lightwheel_robocasa_tasks/multi_stage/setting_the_table/arrange_bread_basket.py
RoboCasa,multi_stage/setting_the_table,Robocasa-Task-BeverageOrganization,BeverageOrganization,BeverageOrganization,Move the drinks to the dining counter.,no,Beverage Organization: composite task for Setting The Table activity. Simulates the task of organizing beverages.,lightwheel_robocasa_tasks/multi_stage/setting_the_table/beverage_organization.py
RoboCasa,multi_stage/setting_the_table,Robocasa-Task-DateNight,DateNight,DateNight,Pick up the {decoration_name} and the {alcohol_name} from the cabinet and move them to the dining counter.,yes,,lightwheel_robocasa_tasks/multi_stage/setting_the_table/date_night.py
RoboCasa,multi_stage/setting_the_table,Robocasa-Task-SeasoningSpiceSetup,SeasoningSpiceSetup,SeasoningSpiceSetup,Move the {condiment1_name} and {condiment2_name} from the cabinet to the dining counter.,yes,Seasoning Spice Setup: composite task for Setting The Table activity. Simulates the task of setting the table with seasoning and spices.,lightwheel_robocasa_tasks/multi_stage/setting_the_table/seasoning_spice_setup.py
RoboCasa,multi_stage/setting_the_table,Robocasa-Task-SetBowlsForSoup,SetBowlsForSoup,SetBowlsForSoup,Move the bowls from the cabinet to the plates on the dining table.,no,Set Bowls For Soup: composite task for Setting The Table activity. Simulates the task of setting the table with bowls for soup.,lightwheel_robocasa_tasks/multi_stage/setting_the_table/set_bowls_for_soup.py
RoboCasa,multi_stage/setting_the_table,Robocasa-Task-SizeSorting,SizeSorting,SizeSorting,Stack the {stackable_cat}s from largest to smallest.,yes,Size Sorting: composite task for Setting The Table activity. Simulates the task of stacking objects by size.,lightwheel_robocasa_tasks/multi_stage/setting_the_table/size_sorting.py
RoboCasa,multi_stage/snack_preparation,Robocasa-Task-BreadAndCheese,BreadAndCheese,BreadAndCheese,Place the bread and cheese on the cutting board.,no,Bread And Cheese: composite task for Snack Preparation activity. Simulates the preparation of a bread and cheese snack.,lightwheel_robocasa_tasks/multi_stage/snack_preparation/bread_and_cheese.py
RoboCasa,multi_stage/snack_preparation,Robocasa-Task-CerealAndBowl,CerealAndBowl,CerealAndBowl,Open the cabinet. Pick the cereal and bowl from the cabinet and place them on the counter. Then close the cabinet.,no,Cereal And Bowl: composite task for Snack Preparation activity. Simulates the preparation of a cereal snack.,lightwheel_robocasa_tasks/multi_stage/snack_preparation/cereal_and_bowl.py
RoboCasa,multi_stage/snack_preparation,Robocasa-Task-MakeFruitBowl,MakeFruitBowl,MakeFruitBowl,Open the cabinet. Pick the {fruit1_name} and {fruit2_name} from the cabinet and place them into the bowl. Then close the cabinet.,yes,Make Fruit Bowl: composite task for Snack Preparation activity. Simulates the preparation of a fruit bowl snack.,lightwheel_robocasa_tasks/multi_stage/snack_preparation/make_fruit_bowl.py
RoboCasa,multi_stage/snack_preparation,Robocasa-Task-VeggieDipPrep,VeggieDipPrep,VeggieDipPrep,Place the two vegetables and bowl onto the tray for setting up a vegetable dip station.,no,Veggie Dip Prep: composite task for Snack Preparation activity. Simulates the preparation of a vegetable dip snack.,lightwheel_robocasa_tasks/multi_stage/snack_preparation/veggie_dip_prep.py
RoboCasa,multi_stage/snack_preparation,Robocasa-Task-YogurtDelightPrep,YogurtDelightPrep,YogurtDelightPrep,Place the yogurt and fruit onto the counter.,no,,lightwheel_robocasa_tasks/multi_stage/snack_preparation/yogurt_delight_prep.py
RoboCasa,multi_stage/steaming_food,Robocasa-Task-MultistepSteaming,MultistepSteaming,MultistepSteaming,"Turn on the sink faucet. Then move the {vegetable_name} from the counter to the sink. Turn off the sink. Move the {vegetable_name} from the sink to the pot next to the stove. Finally, move the pot to the burner.",yes,Multistep Steaming: composite task for Steaming Food activity. Simulates the task of steaming a vegetable.,lightwheel_robocasa_tasks/multi_stage/steaming_food/multistep_steaming.py
RoboCasa,multi_stage/steaming_food,Robocasa-Task-SteamInMicrowave,SteamInMicrowave,SteamInMicrowave,Pick the {vegetable_name} from the sink and place it in the bowl. Then pick the bowl and place it in the microwave. Then close the microwave door and press the start button.,yes,Steam In Microwave: composite task for Steaming Food activity. Simulates the task of steaming a vegetable in a microwave.,lightwheel_robocasa_tasks/multi_stage/steaming_food/steam_in_microwave.py
RoboCasa,multi_stage/steaming_food,Robocasa-Task-SteamVegetables,SteamVegetables,SteamVegetables,"Place vegetables into the pot based on the amount of time it would take to steam each, e.g. potatoes and carrots would take the longest. Then turn off the burner beneath the pot.",no,,lightwheel_robocasa_tasks/multi_stage/steaming_food/steam_vegetables.py
RoboCasa,multi_stage/tidying_cabinets_and_drawers,Robocasa-Task-DrawerUtensilSort,DrawerUtensilSort,DrawerUtensilSort,{self.behavior} the {self.drawer_side} drawer and push the utensils inside it.,yes,Drawer Utensil Sort: composite task for Tidying Cabinets And Drawers activity. Simulates the task of placing utensils in the drawer.,lightwheel_robocasa_tasks/multi_stage/tidying_cabinets_and_drawers/drawer_utensil_sort.py
RoboCasa,multi_stage/tidying_cabinets_and_drawers,Robocasa-Task-OrganizeCleaningSupplies,OrganizeCleaningSupplies,OrganizeCleaningSupplies,Open the cabinet. Pick the {cleaner_name} and place it next to the sink. Then close the cabinet.,yes,,lightwheel_robocasa_tasks/multi_stage/tidying_cabinets_and_drawers/organize_cleaning_supplies.py
RoboCasa,multi_stage/tidying_cabinets_and_drawers,Robocasa-Task-PantryMishap,PantryMishap,PantryMishap,Place the {vegetable} on the counter and the canned food in the drawer. Close the cabinet.,yes,,lightwheel_robocasa_tasks/multi_stage/tidying_cabinets_and_drawers/pantry_mishap.py
RoboCasa,multi_stage/tidying_cabinets_and_drawers,Robocasa-Task-ShakerShuffle,ShakerShuffle,ShakerShuffle,Pick and place the shaker into the drawer. Then close the cabinet.,no,,lightwheel_robocasa_tasks/multi_stage/tidying_cabinets_and_drawers/shaker_shuffle.py
RoboCasa,multi_stage/tidying_cabinets_and_drawers,Robocasa-Task-SnackSorting,SnackSorting,SnackSorting,Place the bar in the bowl and close the drawer.,no,Snack Sorting: composite task for Tidying Cabinets And Drawers activity. Simulates the task of placing snacks in the bowl.,lightwheel_robocasa_tasks/multi_stage/tidying_cabinets_and_drawers/snack_sorting.py
RoboCasa,multi_stage/washing_dishes,Robocasa-Task-DryDishes,DryDishes,DryDishes,Pick the cup and bowl from the sink and place them on the counter for drying.,no,Dry Dishes: composite task for Washing Dishes activity. Simulates the task of drying dishes.,lightwheel_robocasa_tasks/multi_stage/washing_dishes/dry_dishes.py
RoboCasa,multi_stage/washing_dishes,Robocasa-Task-DryDrinkware,DryDrinkware,DryDrinkware,A wet mug is on the counter and needs to be dried. Pick it up and place it upside down in the open cabinet.,no,,lightwheel_robocasa_tasks/multi_stage/washing_dishes/dry_drinkware.py
RoboCasa,multi_stage/washing_dishes,Robocasa-Task-PreSoakPan,PreSoakPan,PreSoakPan,Pick the pan and sponge and place them into the sink. Then turn on the water.,no,Pre Soak Pan: composite task for Washing Dishes activity. Simulates the task of pre-soaking a pan.,lightwheel_robocasa_tasks/multi_stage/washing_dishes/pre_soak_pan.py
RoboCasa,multi_stage/washing_dishes,Robocasa-Task-SortingCleanup,SortingCleanup,SortingCleanup,Pick the mug and place it in the sink. Pick the bowl and place it in the cabinet and then close the cabinet.,no,Sorting Cleanup: composite task for Washing Dishes activity. Simulates the task of sorting and cleaning dishes.,lightwheel_robocasa_tasks/multi_stage/washing_dishes/sorting_cleanup.py
RoboCasa,multi_stage/washing_dishes,Robocasa-Task-StackBowlsInSink,StackBowlsInSink,StackBowlsInSink,Stack the bowls in the sink.,no,Stack Bowls: composite task for Washing Dishes activity. Simulates the task of stacking bowls in the sink.,lightwheel_robocasa_tasks/multi_stage/washing_dishes/stack_bowls.py
RoboCasa,multi_stage/washing_dishes,Robocasa-Task-StackBowlsInSink-Mimic,StackBowlsInSinkMimic,StackBowlsInSink-Mimic,Stack the bowls in the sink.,no,,lightwheel_robocasa_tasks/multi_stage/washing_dishes/stack_bowls.py
RoboCasa,multi_stage/washing_fruits_and_vegetables,Robocasa-Task-AfterwashSorting,AfterwashSorting,AfterwashSorting,Pick the {food1_name}s and {food2_name}s from the sink and place them in one bowl. Place the {food3_name} in the other bowl. Then turn off the sink faucet.,yes,Afterwash Sorting: composite task for Washing Fruits And Vegetables activity. Simulates the task of sorting washed fruits and vegetables.,lightwheel_robocasa_tasks/multi_stage/washing_fruits_and_vegetables/afterwash_sorting.py
RoboCasa,multi_stage/washing_fruits_and_vegetables,Robocasa-Task-ClearClutter,ClearClutter,ClearClutter,Pick up the fruits and vegetables and place them in the sink. Turn on the sink faucet to wash them. Then turn the sink off and put them in the tray.,no,Clear Clutter: composite task for Washing Fruits And Vegetables activity. Simulates the task of washing fruits and vegetables.,lightwheel_robocasa_tasks/multi_stage/washing_fruits_and_vegetables/clear_clutter.py
RoboCasa,multi_stage/washing_fruits_and_vegetables,Robocasa-Task-DrainVeggies,DrainVeggies,DrainVeggies,Dump the {food_name} from the pot into the sink. Then turn on the water and wash the {food_name}. Then turn off the water and put the {food_name} back in the pot.,yes,Drain Veggies: composite task for Washing Fruits And Vegetables activity. Simulates the task of draining washed vegetables.,lightwheel_robocasa_tasks/multi_stage/washing_fruits_and_vegetables/drain_veggies.py
RoboCasa,multi_stage/washing_fruits_and_vegetables,Robocasa-Task-PrewashFoodAssembly,PrewashFoodAssembly,PrewashFoodAssembly,Pick the {food_name} from the cabinet and place it in the bowl. Then pick the bowl and place it in the sink. Then turn on the sink facuet.,yes,Prewash Food Assembly: composite task for Washing Fruits And Vegetables activity. Simulates the process of assembling fruits and vegetables in a bowl and prewashing them.,lightwheel_robocasa_tasks/multi_stage/washing_fruits_and_vegetables/prewash_food_assembly.py
RoboCasa,single_stage,Robocasa-Task-AdjustToasterOvenTemperature,AdjustToasterOvenTemperature,AdjustToasterOvenTemperature,{direction.capitalize()} the toaster oven temperature.,yes,,lightwheel_robocasa_tasks/single_stage/kitchen_toaster_oven.py
RoboCasa,single_stage,Robocasa-Task-CloseCabinet,CloseCabinet,CloseCabinet,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-CloseDishwasher,CloseDishwasher,CloseDishwasher,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-CloseDrawer,CloseDrawer,CloseDrawer,{self.behavior.capitalize()} the {self.drawer_side} drawer.,yes,Class encapsulating the atomic close drawer task.,lightwheel_robocasa_tasks/single_stage/kitchen_drawer.py
RoboCasa,single_stage,Robocasa-Task-CloseElectricKettleLid,CloseElectricKettleLid,CloseElectricKettleLid,Close the lid of the electric kettle.,no,,lightwheel_robocasa_tasks/single_stage/kitchen_electric_kettle.py
RoboCasa,single_stage,Robocasa-Task-CloseFridge,CloseFridge,CloseFridge,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
RoboCasa,single_stage,Robocasa-Task-CloseMicrowave,CloseMicrowave,CloseMicrowave,{self.behavior.capitalize()} the {self.fxtr.nat_lang} {door_name},yes,,lightwheel_robocasa_tasks/single_stage/kitchen_doors.py
